name,default_code,type,categ_id,lst_price,standard_price,qty_available,description,barcode,uom_id,uom_po_id,active,volume,weight,sale_ok,purchase_ok,create_date,write_date
"EOL-T200 Stator Base, PC, Black",BR-100294,product,All / Raw Materials,1.0,3.5500000000000003,504.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2021-03-03 23:46:13,2024-08-20 20:15:12
"BROV2 Vacuum Test Parts Kit Packed Assembly, Bagged ",BR-100295,product,All / Finished Packed Goods,1.0,4.491580000000001,16.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2022-01-04 18:56:26,2024-09-19 20:30:20
Ping360 Rx/Tx PCB,BR-100296,product,All / Raw Materials,1.0,66.69331000000001,133.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2019-04-12 15:22:06,2024-09-19 20:44:57
"Vacuum Pump Kit Packed Assembly, Bagged",BR-100297,product,All / Finished Packed Goods,1.0,61.98357000000001,18.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-02-22 22:48:55,2024-08-20 20:15:12
"EOL Socket Head Cap Screw, Hex Drive, SS316, M4x0.7 - 16",BR-100298,product,All / Raw Materials,1.0,0.05,1081.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Newton Gripper Lead Nut, Vesconite Hilube, 1/4""-16 Acme",BR-100299,product,All / Raw Materials,13.500000000000002,4.19,286.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-10-30 23:06:28,2024-08-20 20:15:12
"Socket Head Cap Screw, Hex Drive, PA, M3x0.5 - 5",BR-100300,product,All / Raw Materials,1.0,0.18103000000000002,107.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2019-05-16 22:08:48,2024-09-19 20:44:57
"2x3 PTH Header, 0.1"" Pitch, M",BR-100301,product,All / Raw Materials,0.0,0.016030000000000003,631.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
SOS PCBA,BR-100303,product,All / Raw Materials,15.250000000000002,6.685790000000001,457.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"WTE 6"" End Cap, Acrylic, Clear",BR-100305,product,All / Raw Materials,38.5,14.100000000000001,20.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Spade, #5/M3 Stud, 22-28AWG, TE 61498-2",BR-100306,product,All / Raw Materials,1.0,0.12033,182.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2019-05-16 22:19:31,2024-09-19 20:44:57
"Tether Parts Packed Assembly, Bagged",BR-100307,product,All / Finished Packed Goods,1.0,3.9661600000000004,15.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2022-02-28 23:46:02,2024-08-20 20:15:12
"Cable Tie, PA66 UV-Resistant, Black, Standard, 5.5""",BR-100309,consu,All / Consumables,0.25,0.0558,0.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"EOL-Micro SD Card, 16GB",BR-100310,product,All / Raw Materials,10.0,5.0,529.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2019-08-02 17:07:07,2024-08-20 20:15:12
"Wire, 1x 16AWG, PTFE, Blue",BR-100311,consu,All / Custom Goods,2.5,1.47638,0.0,False,False,m,m,True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Lithium-Ion Battery, 6S, 28Ah,Tube",BR-100313,product,All / Finished Packed Goods,1.0,360.20860000000005,1.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-09-27 22:04:56,2024-08-20 20:16:29
"Bullet Connector, 5.5mm, F",BR-100314,product,All / Raw Materials,1.0,0.26,1891.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2021-07-13 20:29:39,2024-08-20 20:15:12
USB-A PTH Socket,BR-100316,product,All / Raw Materials,0.25,0.08406000000000001,621.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Celsius Packed Assembly, Static Bagged ",BR-100317,product,All / Finished Manufactured Goods,56.00000000000001,11.61485,26.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-01-26 23:33:54,2024-08-20 20:15:12
"Flat Head Screw, Phillips, Thread Forming, SS316, M2.9 - 12",BR-100318,product,All / Raw Materials,0.0,0.018000000000000002,16396.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"T500 Stator Base, PC 10GF, Black",BR-100319,product,All / Raw Materials,1.0,8.0,549.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-03-23 18:30:03,2024-09-19 20:13:21
"Socket Head Cap Screw, Hex Drive, Low Profile, SS316, M3x0.5 - 4",BR-100321,product,All / Raw Materials,0.0,0.02,1443.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"BROV2 Cradle Set Packed Assembly, Boxed",BR-100323,product,All / Finished Packed Goods,48.75000000000001,10.53424,43.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2019-05-31 20:43:20,2024-08-20 20:15:12
"Cable, Ribbon, 6x 28AWG, 6-pos JST-GH to 6-pos JST-GH, 200mm",BR-100325,product,All / Raw Materials,1.0,0.7200000000000001,737.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2021-07-13 20:07:59,2024-08-20 20:15:12
"WLP Plug, AL7075-T6, Black, 18mm Hex, 9.5mm, LC",BR-100328,product,All / Raw Materials,1.0,0.9775900000000001,705.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2022-01-04 00:06:46,2024-08-20 20:15:12
"Packing Sheet, 8.5""x11"", Paper ",BR-100329,consu,All / Consumables,0.5,0.1,0.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"WTE 4"" Dome Retaining Ring, PC110U, Black",BR-100330,product,All / Raw Materials,2.0,0.7100000000000001,510.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
Thruster Commander PCBA,BR-100331,product,All / Raw Materials,18.5,5.9,111.0,"<p>Purchase Instructions:<br>1. Email ""stephen.zeng@pandawillcircuits.com"" for a quote. You can just tell them that we want to reorder 250 x ""CMDR-BOM-R1"" and we would like a new PI. They have the files on hand already.</p>",False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"WTE 3"" Tube O-ring Set Packed Assembly, Bagged",BR-100332,product,All / Finished Packed Goods,1.0,0.72862,25.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2018-07-09 19:43:43,2024-08-20 20:15:12
"Socket Head Cap Screw, Hex Drive, SS316, M4x0.7 - 14",BR-100334,product,All / Raw Materials,0.25,0.37975000000000003,10.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Socket Head Cap Screw, Hex Drive, SS316, M2x0.4 - 4",BR-100337,product,All / Raw Materials,1.0,0.38992000000000004,172.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2023-04-03 17:31:23,2024-08-20 20:15:12
"WL Nut, M10",BR-100338,product,All / Raw Materials,1.0,0.5524300000000001,11709.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2021-03-24 06:34:34,2024-09-19 15:48:26
"WLP Plug, AL7075-T6, Black, 14mm Hex, 5.5mm, HC",BR-100342,product,All / Raw Materials,1.0,0.79542,576.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2021-10-20 21:14:57,2024-08-20 20:15:12
"Basic ESC Speed Controller, 30A",BR-100344,product,All / Raw Materials,1.0,15.520000000000001,3201.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Lithium-Polymer Battery, 4S, 10Ah, Boxed",BR-100346,product,All / Finished Packed Goods,1.0,86.6161,0.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2021-11-18 23:22:55,2024-08-20 20:15:12
"OTPS Tether Assembly, 250m",BR-100349,product,All / Finished Packed Goods,2800.0000000000005,545.74,1.0,<p>Standard cost is based on $2.68/m + 40% tariff + $500 connectorization</p>,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2019-09-11 00:29:40,2024-08-20 20:15:12
"Ping360 Top Cap, PC, Black",BR-100350,product,All / Raw Materials,1.0,2.0463,119.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2019-05-16 21:17:50,2024-09-19 20:44:57
"WTE 3"" Tube Packed Assembly, Wrapped, Acrylic, Clear, 240mm",BR-100352,product,All / Finished Packed Goods,1.0,55.937400000000004,206.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2022-01-17 21:26:51,2024-09-10 15:56:33
"Button Head Screw, Hex Drive, SS316, M4x0.7 - 16",BR-100356,product,All / Raw Materials,1.0,0.08473000000000001,1589.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-01-06 00:48:36,2024-09-10 16:35:44
"Set Screw, Hex Drive, Cup-Point, SS316, M3x0.5 - 5",BR-100357,product,All / Raw Materials,0.0,0.015000000000000001,4929.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"EOL-WLP Retail Box Spacer, 100mm x 115mm x 2.5mm, B-Flute Cardboard",BR-100362,product,All / Raw Materials,1.0,0.22000000000000003,439.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2021-12-02 17:18:59,2024-09-10 16:36:36
"Ping2 Cable Processed, 4x 24AWG, PUR, Black, Standard Length (1m",BR-100363,product,All / Finished Manufactured Goods,1.0,1.50815,0.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2023-04-10 23:14:02,2024-08-20 20:15:12
"WTE Locking Cord/Handle Spare Packed Assembly, Bagged ",BR-100364,product,All / Finished Packed Goods,10.0,1.75733,24.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2019-11-01 16:37:18,2024-08-20 20:15:12
Water Linked M64 Modem,BR-100366,product,All / Resold Goods,1495.0000000000002,1783.5000000000002,2.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2019-02-23 19:20:04,2024-08-20 20:15:12
"Navigator Kit Packed Assembly, Boxed",BR-100367,product,All / Finished Manufactured Goods,1.0,100.16973,24.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-04-11 19:21:54,2024-08-20 20:15:12
"WL Plug Wrench Packed Assembly, Bagged, 11MM",BR-100369-011,product,All / Finished Packed Goods,1.0,6.290730000000001,26.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2021-08-02 20:40:10,2024-08-20 20:15:12
"WL Plug Wrench Packed Assembly, Bagged, 14MM",BR-100369-014,product,All / Finished Packed Goods,100.00000000000001,4.95969,13.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2021-04-16 20:31:01,2024-08-20 20:15:12
"WL Plug Wrench Packed Assembly, Bagged, 18MM",BR-100369-018,product,All / Finished Packed Goods,1.0,6.02491,19.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-01-04 01:53:30,2024-08-20 20:15:12
"Hex Nut, SS316, M3x0.5",BR-100371,product,All / Raw Materials,0.25,0.01,4259.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"WTE 3"" Dome End Cap",BR-100372,product,All / Raw Materials,29.000000000000004,8.26223,534.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"H6PRO Charger Power Cable, AUS Plug",BR-100376,product,All / Resold Goods,5.0,2.8000000000000003,9.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2020-11-09 23:24:00,2024-08-20 20:15:12
"H6PRO Battery Charger Packed Assembly, Boxed",BR-100377,product,All / Resold Goods,1.0,87.54128,40.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2022-04-11 20:32:22,2024-08-20 20:15:12
"Celsius M10x1.5 Bolt, AL6061-T6, Black ",BR-100378,product,All / Raw Materials,6.250000000000001,1.9348,113.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2022-01-26 23:00:35,2024-08-20 20:15:12
"Bar100 Pressure Transducer, Keller 7LD, 100 bar",BR-100380,product,All / Raw Materials,424.00000000000006,77.97674,141.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Thruster Commander Knob and Hardware Packed Assembly, Bagged",BR-100383,product,All / Finished Packed Goods,1.0,4.07587,44.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2020-12-15 00:51:34,2024-08-20 20:15:12
"Wire, 22AWG, Silicone, Blue, TE 61818-1 to 0.1"" Header M, 155mm",BR-100387,product,All / Raw Materials,0.7500000000000001,0.42000000000000004,1153.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
FXTI USB-B to USB-A w/ Power Breakout PCB Assembly,BR-100388,product,All / Raw Materials,1.7500000000000002,0.53342,0.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2018-07-09 19:43:43,2024-08-20 20:15:12
"WL Blank, M14",BR-100389,product,All / Raw Materials,1.0,1.5000000000000002,306.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-01-04 00:17:29,2024-08-20 20:15:12
"Lumen Pair Hardware Packed Assembly, Bagged",BR-100390,product,All / Finished Packed Goods,1.0,0.6841,53.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2021-09-30 16:45:29,2024-08-20 20:15:12
"Lithium Ion Battery, 4S, 18Ah, Dropship Inventory",BR-100391,product,All / Finished Packed Goods,403.25000000000006,163.87300000000002,138.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2019-04-19 18:16:11,2024-08-20 20:15:12
"T500 Rotor Packed Assembly, Bagged",BR-100394,product,All / Finished Packed Goods,1.0,67.51601000000001,5.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-07-20 21:46:18,2024-08-20 20:15:12
"BROV2 Enclosure Clamp Screws Packed Assembly, Bagged",BR-100395,product,All / Raw Materials,2.0,1.6170000000000002,11.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2018-07-09 19:43:43,2024-08-20 20:15:12
"TMS Crank Handle, POM, Black ",BR-100396,product,All / Raw Materials,4.5,1.1,224.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-29 22:38:51
"Button Head Screw, Phillips, Thread Forming, SS316, #4 - 0.625""",BR-100397,product,All / Raw Materials,0.0,0.02031,1581.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Buoyancy Foam Packed Assembly, R-3318, 1.9""x3.4""x4.9"", Plastic Wrapped",BR-100398-001,product,All / Finished Packed Goods,1.0,5.3500000000000005,5.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2018-07-09 19:43:43,2024-08-20 20:15:12
"Buoyancy Foam Packed Assembly, R-3312, 12""x6""x1"", Plastic Wrapped",BR-100398-002,product,All / Finished Packed Goods,1.0,18.117600000000003,6.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2018-07-09 19:43:43,2024-08-20 20:15:12
"Buoyancy Foam Packed Assembly, R-3312, 16""x8""x1"", Plastic Wrapped",BR-100398-003,product,All / Finished Packed Goods,1.0,39.09,5.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2018-07-09 19:43:43,2024-08-20 20:15:12
"Buoyancy Foam Packed Assembly, R-3312, 24""x8""x2.5"", Plastic Wrapped",BR-100398-004,product,All / Finished Packed Goods,1.0,70.67148,42.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2018-07-09 19:43:43,2024-09-10 16:42:16
"Buoyancy Foam Packed Assembly, R-3312, 8""x4""x0.5"", Plastic Wrapped",BR-100398-005,product,All / Finished Packed Goods,1.0,3.91,0.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2018-07-09 19:43:43,2024-08-20 20:15:12
"Buoyancy Foam Packed Assembly, R-3318, 24""x8""x2.5"", Plastic Wrapped",BR-100398-006,product,All / Finished Packed Goods,1.0,92.49333000000001,8.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2018-07-09 19:43:43,2024-08-20 20:15:12
"Potted Penetrator Bolt, M10, 5mm ID, Red",BR-100402,product,All / Raw Materials,3.0000000000000004,0.7500000000000001,237.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"WLP Bulkhead, AL7075-T6, Black, M10, 6.5mm",BR-100405,product,All / Raw Materials,1.0,1.14338,2725.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2021-06-10 22:49:49,2024-09-19 20:15:14
"Newton Thumbscrew, M5x0.8, AL6061-T6, Blue",BR-100406,product,All / Raw Materials,3.2500000000000004,0.9093800000000001,293.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Newton Gripper Standard Outer Jaw, POM, Black",BR-100407,product,All / Raw Materials,28.000000000000004,7.000000000000001,67.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Spacer, Nylon, 1/8"" ID, 1/8"" L, White",BR-100409,product,All / Raw Materials,0.0,0.0476,423.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Newton PCBA Packed Assembly, Static Bagged",BR-100410,product,All / Finished Packed Goods,1.0,16.51042,22.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2021-11-10 19:39:28,2024-08-20 20:15:12
"Vent M10 Bulkhead, AL6061-T6, Black ",BR-100411,product,All / Raw Materials,4.0,1.1479700000000002,3095.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2021-12-23 17:42:45,2024-08-20 20:15:12
"Cable, 1x UTP 26AWG, 210mm, 2x 0.1"" M Header Pins, 2x 6mm Ferrule",BR-100414,product,All / Raw Materials,1.0,0.34,630.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-27 21:47:49,2024-08-20 20:15:12
"BROV2 Kit Packed Assembly, Boxed, Acrylic",BR-100415,product,All / Finished Manufactured Goods,1.0,1392.1019600000002,8.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-02-22 23:19:55,2024-08-20 20:15:12
"WTE 3"" Flange Seal, AL6061-T6, Black",BR-100416,product,All / Raw Materials,16.0,8.22516,1236.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2019-09-10 15:31:47,2024-08-20 20:15:12
"TMS Handle Packed Assembly, Bagged ",BR-100417,product,All / Raw Materials,1.0,5.940200000000001,30.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2021-07-27 23:01:25,2024-08-20 20:15:12
TMS Slip Ring Assembly,BR-100418,product,All / Raw Materials,26.000000000000004,10.503520000000002,192.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Wire, 1x 16AWG, PTFE, White",BR-100419,consu,All / Custom Goods,2.5,1.47638,0.0,False,False,m,m,True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Sticker, Blue Robotics Thruster Logo, 3"" Diameter",BR-100420,consu,All / Consumables,1.0,0.31933,0.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"BROV2 Heavy Frame Guard Packed Assembly, Plastic Wrapped",BR-100421,product,All / Finished Packed Goods,192.75000000000003,41.71,3.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-01-12 22:58:36,2024-08-20 20:15:12
"TMS Frame Panel, HDPE, Black ",BR-100422,product,All / Raw Materials,68.5,24.939750000000004,161.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Binder 770 Connector Bulkhead, 8-pos F, Panel Mount",BR-100423,product,All / Raw Materials,24.250000000000004,7.040000000000001,949.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2018-07-09 19:43:43,2024-09-19 15:55:14
"EOL-WLP Box Insert, Foam, Black, 5-cavity, M06, 4.5mm",BR-100424,product,All / Raw Materials,1.0,0.25,956.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2021-08-02 20:00:15,2024-08-20 20:15:12
"WTE 2"" Flange Cap, AL6061-T6, Black, 4 Hole",BR-100425,product,All / Raw Materials,1.0,9.586160000000001,160.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2020-11-10 20:26:01,2024-08-20 20:15:12
"FXTI Enclosure Foot, Rubber, Black ",BR-100426,product,All / Raw Materials,0.7500000000000001,0.21311000000000002,705.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"BROV2 Heavy Fairing Screws Packed Assembly, Bagged, 4pcs",BR-100427,product,All / Finished Packed Goods,1.0,0.29073000000000004,55.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2022-04-05 20:21:33,2024-08-20 20:15:12
"QS8-S Connector, Male",BR-100428,product,All / Raw Materials,1.0,1.30553,119.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2023-03-08 22:12:40,2024-08-20 20:15:12
"WL Cable Jacket Stripper, 4.5 - 27mm, Black w/ Sticker",BR-100429,product,All / Resold Goods,1.0,15.290000000000001,73.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2022-01-14 18:01:27,2024-08-20 20:15:12
"Barrier Block, 0.375"" Pitch, 6-pos",BR-100430,product,All / Raw Materials,8.0,4.140000000000001,43.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Header Pin, Crimp, 22-28 AWG, F",BR-100431,product,All / Raw Materials,0.25,0.0046300000000000004,3582.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Switch Packed Assembly, M10",BR-100433,product,All / Finished Packed Goods,1.0,7.3676,181.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-01-04 19:05:42,2024-08-20 20:15:12
"WL Blank Packed Assembly, Bagged, 1pcs, M06",BR-100434-006,product,All / Finished Packed Goods,1.0,1.38301,51.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2021-08-17 21:48:34,2024-08-20 20:15:12
"WL Blank Packed Assembly, Bagged, 1pcs, M10",BR-100434-010,product,All / Finished Packed Goods,1.0,1.528,155.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2021-07-16 01:08:17,2024-08-20 20:15:12
"WL Blank Packed Assembly, Bagged, 1pcs, M14",BR-100434-014,product,All / Finished Packed Goods,1.0,2.2031300000000003,46.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-01-05 19:44:30,2024-08-20 20:15:12
"BROV2 Inventory of ""WTE 3"" Clamp Packed Assembly, Boxed""",BR-100435,product,All / Finished Packed Goods,1.0,14.431210000000002,50.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2022-05-23 22:24:14,2024-08-20 20:15:12
"Header Connector, PTH PCB Mount, 0.1"" Pitch, 4-pos, F",BR-100436,product,All / Raw Materials,0.25,0.03429,720.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
Sticker for Newton Housing,BR-100439,product,All / Raw Materials,1.0,2.1108200000000004,575.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2021-09-24 21:52:48,2024-08-20 20:15:12
I2C Splitter PCBA,BR-100440,product,All / Raw Materials,1.0,4.0200000000000005,129.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2019-03-24 03:29:12,2024-08-20 20:15:12
"WLP Bulkhead, AL7075-T6, Black, M14, 9.5mm",BR-100442,product,All / Raw Materials,1.0,1.46977,1636.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-01-04 00:05:36,2024-09-19 20:13:21
"WTE 4"" End Cap, Acrylic, Clear, Blank",BR-100443,product,All / Raw Materials,23.500000000000004,7.128500000000001,59.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Packing Foam, 6""x6""",BR-100446,consu,All / Consumables,2.5,0.55,0.0,False,S-12789	,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Lumen Quad Hardware Packed Assembly, Bagged",BR-100447,product,All / Finished Packed Goods,1.0,0.81386,114.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2021-09-30 16:50:33,2024-09-10 16:39:49
"EOL-WLP Box Insert, Foam, Black, 5-cavity, M10, 4.5mm",BR-100448,product,All / Raw Materials,1.0,0.25,-16.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2021-08-02 20:01:31,2024-08-20 20:15:12
"Adhesive, Epoxy, MG Chemicals 832 WC, Water Clear",BR-100449,consu,All / Consumables,1.0,0.25,0.0,False,False,mL,mL,True,0.0,0.0,False,True,2021-03-13 00:58:52,2024-08-20 20:15:12
"BROV2 Ballast Screws Packed Assembly, Bagged, 9pcs",BR-100450,product,All / Raw Materials,1.0,0.55825,71.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2021-07-16 21:51:45,2024-08-20 20:15:12
"Bar30 Pre-crimped Wire, GH to Tinned Lead, 300mm, Black",BR-100451-001,product,All / Raw Materials,1.5000000000000002,0.15000000000000002,7635.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-01-26 22:48:43,2024-08-20 20:15:12
"Bar30 Pre-crimped Wire, GH to Tinned Lead, 300mm, Green",BR-100451-002,product,All / Raw Materials,1.5000000000000002,0.17,4002.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-01-26 22:53:40,2024-08-20 20:15:12
"Bar30 Pre-crimped Wire, GH to Tinned Lead, 300mm, Red",BR-100451-003,product,All / Raw Materials,1.5000000000000002,0.17009000000000002,3828.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-01-26 22:54:09,2024-08-20 20:15:12
"Bar30 Pre-crimped Wire, GH to Tinned Lead, 300mm, White",BR-100451-004,product,All / Raw Materials,1.5000000000000002,0.17,4042.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-01-26 22:54:48,2024-08-20 20:15:12
"Cable, Bulk, 4x 24AWG, 4.5mm OD, PUR, Black, ""Ping Cable""",BR-100452,product,All / Raw Materials,15.000000000000002,1.3900000000000001,1030.285,False,False,m,m,True,0.0,0.0,True,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Syringe, 10ml, Plastic, Clear ",BR-100453,product,All / Raw Materials,0.5,0.15000000000000002,3436.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
